Dataset = simulated.abs
Using 6 threads to run hyperparameter search
run = hpo
[I 2020-05-25 02:35:40,973] Finished trial#2 with value: 0.0 with parameters: {'learning_rate': 0.10492918156185563, 'max_depth': 2, 'min_child_weight': 6.516297465796531, 'reg_alpha': 1.8238975295779214, 'reg_lambda': 1.6491446561567327, 'aft_loss_distribution_scale': 5.983576128176064}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:35:51,612] Finished trial#24 with value: 0.0 with parameters: {'learning_rate': 0.046272346456805065, 'max_depth': 6, 'min_child_weight': 0.16163048103110353, 'reg_alpha': 20.258966946744476, 'reg_lambda': 0.0016158455534502827, 'aft_loss_distribution_scale': 3.11555025069602}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:51,659] Finished trial#25 with value: 0.0 with parameters: {'learning_rate': 0.04399450015164555, 'max_depth': 6, 'min_child_weight': 16.588013596919787, 'reg_alpha': 0.00018388469767132348, 'reg_lambda': 0.9462293408361392, 'aft_loss_distribution_scale': 2.1523114258184073}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:51,718] Finished trial#30 with value: 0.0 with parameters: {'learning_rate': 0.00979315951611503, 'max_depth': 10, 'min_child_weight': 39.35331914168078, 'reg_alpha': 2.7045536056020114, 'reg_lambda': 1.2185758887342388, 'aft_loss_distribution_scale': 6.280942955955464}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:51,765] Finished trial#27 with value: 0.0 with parameters: {'learning_rate': 0.2611143223538378, 'max_depth': 8, 'min_child_weight': 1.076404735304054, 'reg_alpha': 0.028826139624304314, 'reg_lambda': 0.002929674231946778, 'aft_loss_distribution_scale': 4.680374925680984}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:51,806] Finished trial#29 with value: 0.0 with parameters: {'learning_rate': 0.020247427936439733, 'max_depth': 6, 'min_child_weight': 5.911631878451111, 'reg_alpha': 0.047358922408694715, 'reg_lambda': 0.019041861425452212, 'aft_loss_distribution_scale': 5.834467352888503}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:51,847] Finished trial#28 with value: 0.0 with parameters: {'learning_rate': 0.03608512169435383, 'max_depth': 8, 'min_child_weight': 5.676645057798655, 'reg_alpha': 0.03180214531615782, 'reg_lambda': 0.05037785823600045, 'aft_loss_distribution_scale': 9.78812514509971}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:51,873] Finished trial#26 with value: 0.0 with parameters: {'learning_rate': 0.0021429489967062965, 'max_depth': 2, 'min_child_weight': 0.11386145595627326, 'reg_alpha': 1.7396011629092596, 'reg_lambda': 11.905629159259774, 'aft_loss_distribution_scale': 9.559674491189469}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:51,916] Finished trial#31 with value: 0.0 with parameters: {'learning_rate': 0.004773299622350281, 'max_depth': 4, 'min_child_weight': 14.358762110120614, 'reg_alpha': 0.03322281914694787, 'reg_lambda': 0.0003579602893110197, 'aft_loss_distribution_scale': 23.459634331332886}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:51,969] Finished trial#32 with value: 0.0 with parameters: {'learning_rate': 0.0036817146971746366, 'max_depth': 8, 'min_child_weight': 0.8636405658381446, 'reg_alpha': 0.0009595547675670702, 'reg_lambda': 11.73904490717684, 'aft_loss_distribution_scale': 1.2843956536060097}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,018] Finished trial#37 with value: 0.0 with parameters: {'learning_rate': 0.06911293150642144, 'max_depth': 10, 'min_child_weight': 51.21760740583666, 'reg_alpha': 0.0007937501411470551, 'reg_lambda': 0.2573691754324558, 'aft_loss_distribution_scale': 1.8116596944856715}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,060] Finished trial#33 with value: 0.0 with parameters: {'learning_rate': 0.00995500999561817, 'max_depth': 10, 'min_child_weight': 0.1428336217517391, 'reg_alpha': 0.008211653002513012, 'reg_lambda': 0.004451506163545979, 'aft_loss_distribution_scale': 30.105781022599952}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,098] Finished trial#34 with value: 0.0 with parameters: {'learning_rate': 0.0030866905513124575, 'max_depth': 6, 'min_child_weight': 35.415381140108984, 'reg_alpha': 0.05751652890872095, 'reg_lambda': 4.232040928601999, 'aft_loss_distribution_scale': 37.087863682856394}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,158] Finished trial#35 with value: 0.0 with parameters: {'learning_rate': 0.05102205230819359, 'max_depth': 2, 'min_child_weight': 83.25957666859091, 'reg_alpha': 0.0001243881530104337, 'reg_lambda': 0.4473471767013019, 'aft_loss_distribution_scale': 70.90297073491138}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,196] Finished trial#36 with value: 0.0 with parameters: {'learning_rate': 0.08959109037421253, 'max_depth': 2, 'min_child_weight': 5.084130029810378, 'reg_alpha': 0.0006716844306847115, 'reg_lambda': 0.2468262207651508, 'aft_loss_distribution_scale': 17.573044265155808}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,242] Finished trial#38 with value: 0.0 with parameters: {'learning_rate': 0.0022628612443791993, 'max_depth': 8, 'min_child_weight': 61.68721640368729, 'reg_alpha': 49.38752472207607, 'reg_lambda': 4.355482367978623, 'aft_loss_distribution_scale': 51.046326494059116}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,304] Finished trial#41 with value: 0.0 with parameters: {'learning_rate': 0.00332374794012569, 'max_depth': 10, 'min_child_weight': 18.206235778005805, 'reg_alpha': 39.224835222627874, 'reg_lambda': 1.1325065552714768, 'aft_loss_distribution_scale': 97.96735757461957}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,338] Finished trial#39 with value: 0.0 with parameters: {'learning_rate': 0.11998719637986553, 'max_depth': 4, 'min_child_weight': 0.41160854493669197, 'reg_alpha': 21.029206173653964, 'reg_lambda': 0.0019449287809265845, 'aft_loss_distribution_scale': 3.1003938694542286}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,380] Finished trial#40 with value: 0.0 with parameters: {'learning_rate': 0.004317193130107965, 'max_depth': 2, 'min_child_weight': 8.541128219107293, 'reg_alpha': 3.674021220917676, 'reg_lambda': 5.045812770141207, 'aft_loss_distribution_scale': 64.25765276536552}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,430] Finished trial#43 with value: 0.0 with parameters: {'learning_rate': 0.34321187425720295, 'max_depth': 6, 'min_child_weight': 16.119251077923476, 'reg_alpha': 2.885405137015351, 'reg_lambda': 0.0003859411940991601, 'aft_loss_distribution_scale': 3.5518387589023277}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,471] Finished trial#44 with value: 0.0 with parameters: {'learning_rate': 0.22622427175397364, 'max_depth': 10, 'min_child_weight': 0.20809962651437758, 'reg_alpha': 0.05023090303481955, 'reg_lambda': 0.06864135161544717, 'aft_loss_distribution_scale': 15.997479166007272}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,512] Finished trial#42 with value: 0.0 with parameters: {'learning_rate': 0.24606574825189978, 'max_depth': 10, 'min_child_weight': 1.7250972201113155, 'reg_alpha': 0.09685050833857485, 'reg_lambda': 31.30666736308385, 'aft_loss_distribution_scale': 1.7197177003980868}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,587] Finished trial#47 with value: 0.0 with parameters: {'learning_rate': 0.0013366703628197904, 'max_depth': 10, 'min_child_weight': 64.81395415994122, 'reg_alpha': 0.016040100056460418, 'reg_lambda': 0.000639092151143082, 'aft_loss_distribution_scale': 5.03165770376943}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,627] Finished trial#45 with value: 0.0 with parameters: {'learning_rate': 0.016700313352311154, 'max_depth': 6, 'min_child_weight': 2.5403913614533096, 'reg_alpha': 0.0006443276250901796, 'reg_lambda': 1.010473415563771, 'aft_loss_distribution_scale': 21.63329171796067}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,662] Finished trial#46 with value: 0.0 with parameters: {'learning_rate': 0.01514363893995992, 'max_depth': 10, 'min_child_weight': 0.11615231077317385, 'reg_alpha': 76.58129430336234, 'reg_lambda': 0.07623779602378833, 'aft_loss_distribution_scale': 3.4774448455504863}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,707] Finished trial#50 with value: 0.0 with parameters: {'learning_rate': 0.005731190209447471, 'max_depth': 2, 'min_child_weight': 79.55068809169714, 'reg_alpha': 26.03317839493115, 'reg_lambda': 0.004464088191309673, 'aft_loss_distribution_scale': 93.85923141082743}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,744] Finished trial#49 with value: 0.0 with parameters: {'learning_rate': 0.0012671290192649114, 'max_depth': 10, 'min_child_weight': 54.157149478670384, 'reg_alpha': 49.24698488092616, 'reg_lambda': 9.605706708302518, 'aft_loss_distribution_scale': 50.85303787679568}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,783] Finished trial#48 with value: 0.0 with parameters: {'learning_rate': 0.002739530735720357, 'max_depth': 8, 'min_child_weight': 0.21114630626218547, 'reg_alpha': 9.25430734716191, 'reg_lambda': 6.337266956221291, 'aft_loss_distribution_scale': 1.060055394992855}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,860] Finished trial#51 with value: 0.0 with parameters: {'learning_rate': 0.7488926221486448, 'max_depth': 4, 'min_child_weight': 2.915548281769646, 'reg_alpha': 0.31333450647741296, 'reg_lambda': 28.61490719795711, 'aft_loss_distribution_scale': 3.1024679301102593}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,899] Finished trial#56 with value: 0.0 with parameters: {'learning_rate': 0.030713937129076947, 'max_depth': 2, 'min_child_weight': 5.5392920487090445, 'reg_alpha': 0.002380997580426992, 'reg_lambda': 1.4333586763706057, 'aft_loss_distribution_scale': 3.8220216510299987}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,935] Finished trial#52 with value: 0.0 with parameters: {'learning_rate': 0.0015261881550703434, 'max_depth': 4, 'min_child_weight': 16.54939194984595, 'reg_alpha': 0.0003097141834042983, 'reg_lambda': 2.698094599337811, 'aft_loss_distribution_scale': 80.0460628784814}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:52,967] Finished trial#53 with value: 0.0 with parameters: {'learning_rate': 0.023403492077541388, 'max_depth': 4, 'min_child_weight': 10.134272983857135, 'reg_alpha': 0.0001126152507955275, 'reg_lambda': 0.0009769950821822409, 'aft_loss_distribution_scale': 2.9403909463742597}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,011] Finished trial#55 with value: 0.0 with parameters: {'learning_rate': 0.03304986007276979, 'max_depth': 4, 'min_child_weight': 76.4310936191279, 'reg_alpha': 0.11550925278706196, 'reg_lambda': 0.02330450520263579, 'aft_loss_distribution_scale': 3.2070625009902654}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,063] Finished trial#54 with value: 0.0 with parameters: {'learning_rate': 0.07789351244136593, 'max_depth': 4, 'min_child_weight': 14.77542916889591, 'reg_alpha': 13.029497206968864, 'reg_lambda': 0.24757485708310217, 'aft_loss_distribution_scale': 36.23159222541435}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,130] Finished trial#57 with value: 0.0 with parameters: {'learning_rate': 0.034163410280976254, 'max_depth': 2, 'min_child_weight': 5.325073895246703, 'reg_alpha': 0.0015307346448004502, 'reg_lambda': 0.4370257571520891, 'aft_loss_distribution_scale': 15.883122773508438}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,169] Finished trial#58 with value: 0.0 with parameters: {'learning_rate': 0.006588658294483735, 'max_depth': 8, 'min_child_weight': 54.91408968621041, 'reg_alpha': 0.0008540734162461345, 'reg_lambda': 0.00018896225160248194, 'aft_loss_distribution_scale': 4.038806456574374}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,208] Finished trial#59 with value: 0.0 with parameters: {'learning_rate': 0.02199170414820575, 'max_depth': 8, 'min_child_weight': 3.835939876266321, 'reg_alpha': 0.0011096376859012114, 'reg_lambda': 0.10833382655172008, 'aft_loss_distribution_scale': 13.252921760713175}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,246] Finished trial#61 with value: 0.0 with parameters: {'learning_rate': 0.0012969891514617987, 'max_depth': 4, 'min_child_weight': 33.831138675341094, 'reg_alpha': 0.22193100953022785, 'reg_lambda': 50.69015647068707, 'aft_loss_distribution_scale': 67.36396429447014}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,288] Finished trial#60 with value: 0.0 with parameters: {'learning_rate': 0.06706058485113786, 'max_depth': 6, 'min_child_weight': 0.33339877091775594, 'reg_alpha': 3.00478173606141, 'reg_lambda': 0.0007536357965288551, 'aft_loss_distribution_scale': 4.000401278726753}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,335] Finished trial#62 with value: 0.0 with parameters: {'learning_rate': 0.006923561719205375, 'max_depth': 8, 'min_child_weight': 3.263334148741132, 'reg_alpha': 0.04501364305398878, 'reg_lambda': 6.871849361610309, 'aft_loss_distribution_scale': 2.8795563270756768}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,402] Finished trial#63 with value: 0.0 with parameters: {'learning_rate': 0.04087106138805919, 'max_depth': 2, 'min_child_weight': 0.49900354871596647, 'reg_alpha': 0.5002407397196225, 'reg_lambda': 0.027897892640082262, 'aft_loss_distribution_scale': 11.800001249190638}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,446] Finished trial#64 with value: 0.0 with parameters: {'learning_rate': 0.01631689026862282, 'max_depth': 2, 'min_child_weight': 90.22290474770216, 'reg_alpha': 0.007547487204090096, 'reg_lambda': 0.6456389892108986, 'aft_loss_distribution_scale': 32.771764671504535}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,485] Finished trial#66 with value: 0.0 with parameters: {'learning_rate': 0.08551804159811591, 'max_depth': 10, 'min_child_weight': 0.5162153243073618, 'reg_alpha': 8.45147242232549, 'reg_lambda': 0.00010654784095346051, 'aft_loss_distribution_scale': 34.954581557979665}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,528] Finished trial#65 with value: 0.0 with parameters: {'learning_rate': 0.026051203814651213, 'max_depth': 8, 'min_child_weight': 0.4454311004576773, 'reg_alpha': 0.058262427272746845, 'reg_lambda': 0.00012091347533792238, 'aft_loss_distribution_scale': 22.9919800172832}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,562] Finished trial#67 with value: 0.0 with parameters: {'learning_rate': 0.6669961166635066, 'max_depth': 2, 'min_child_weight': 0.18283014088957872, 'reg_alpha': 6.630461253288347, 'reg_lambda': 0.007439408176399327, 'aft_loss_distribution_scale': 22.70783729788722}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,605] Finished trial#68 with value: 0.0 with parameters: {'learning_rate': 0.11846371795787212, 'max_depth': 10, 'min_child_weight': 16.962682089707446, 'reg_alpha': 0.010689584291065599, 'reg_lambda': 0.0003359507789736187, 'aft_loss_distribution_scale': 1.0174308470328794}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,664] Finished trial#69 with value: 0.0 with parameters: {'learning_rate': 0.33590083311805385, 'max_depth': 8, 'min_child_weight': 91.73361939253844, 'reg_alpha': 0.1019981709713242, 'reg_lambda': 52.780763371154634, 'aft_loss_distribution_scale': 1.6519031836161415}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,710] Finished trial#74 with value: 0.0 with parameters: {'learning_rate': 0.8088541019358866, 'max_depth': 10, 'min_child_weight': 25.451389819142904, 'reg_alpha': 0.0032011989178316984, 'reg_lambda': 0.04361573378146477, 'aft_loss_distribution_scale': 1.346093160049075}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,754] Finished trial#71 with value: 0.0 with parameters: {'learning_rate': 0.0037147467941854627, 'max_depth': 8, 'min_child_weight': 1.6060115080339081, 'reg_alpha': 0.001494509562881424, 'reg_lambda': 0.03556823265086481, 'aft_loss_distribution_scale': 3.344292580053331}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,798] Finished trial#72 with value: 0.0 with parameters: {'learning_rate': 0.0013503692284230337, 'max_depth': 6, 'min_child_weight': 2.532143475735318, 'reg_alpha': 0.002168768873745091, 'reg_lambda': 0.00024895530639573005, 'aft_loss_distribution_scale': 54.07537567357927}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,829] Finished trial#70 with value: 0.0 with parameters: {'learning_rate': 0.0021844763800212574, 'max_depth': 6, 'min_child_weight': 8.322057236512165, 'reg_alpha': 1.1427341026598397, 'reg_lambda': 0.27834504932736703, 'aft_loss_distribution_scale': 40.37129701672117}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,882] Finished trial#73 with value: 0.0 with parameters: {'learning_rate': 0.03482977776572239, 'max_depth': 8, 'min_child_weight': 13.683334121396697, 'reg_alpha': 0.0005884471721140125, 'reg_lambda': 0.0020183462779362164, 'aft_loss_distribution_scale': 22.196888754560078}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,932] Finished trial#75 with value: 0.0 with parameters: {'learning_rate': 0.013968383284158977, 'max_depth': 10, 'min_child_weight': 2.159322822903994, 'reg_alpha': 0.1607609125554153, 'reg_lambda': 0.6594517890716932, 'aft_loss_distribution_scale': 2.4654103395785794}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:53,995] Finished trial#76 with value: 0.0 with parameters: {'learning_rate': 0.4001012604246811, 'max_depth': 2, 'min_child_weight': 7.339404158851049, 'reg_alpha': 0.0006958254556195558, 'reg_lambda': 0.11153154347601159, 'aft_loss_distribution_scale': 1.2138409042127962}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:54,032] Finished trial#77 with value: 0.0 with parameters: {'learning_rate': 0.9405866709841576, 'max_depth': 4, 'min_child_weight': 24.96663040338012, 'reg_alpha': 0.002125470475003064, 'reg_lambda': 1.8722984657888722, 'aft_loss_distribution_scale': 12.285849363867724}. Best is trial#3 with value: 0.0.
[I 2020-05-25 02:35:54,074] Finished trial#78 with value: 0.0 with parameters: {'learning_rate': 0.008803531433153391, 'max_depth': 8, 'min_child_weight': 13.394874437018274, 'reg_alpha': 0.0003791431689085191, 'reg_lambda': 0.0048303402200028924, 'aft_loss_distribution_scale': 21.083952066908143}. Best is trial#3 with value: 0.0.
